Image dimensions: 28 x 28
Loaded 10000 images
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Image 4486: Predicted digit = 0, Confidence = 1.0000
Image 4487: Predicted digit = 0, Confidence = 1.0000
Image 4488: Predicted digit = 0, Confidence = 1.0000
Image 4489: Predicted digit = 0, Confidence = 0.9998
Image 4490: Predicted digit = 0, Confidence = 0.9988
Image 4491: Predicted digit = 0, Confidence = 1.0000
Image 4492: Predicted digit = 0, Confidence = 1.0000
Image 4493: Predicted digit = 0, Confidence = 0.9989
Image 4494: Predicted digit = 0, Confidence = 0.9998
Image 4495: Predicted digit = 0, Confidence = 0.9990
Image 4496: Predicted digit = 0, Confidence = 0.9585
Image 4497: Predicted digit = 0, Confidence = 1.0000
Image 4498: Predicted digit = 0, Confidence = 0.9957
Image 4499: Predicted digit = 0, Confidence = 1.0000
Image 4500: Predicted digit = 0, Confidence = 1.0000
Image 4501: Predicted digit = 0, Confidence = 1.0000
Image 4502: Predicted digit = 0, Confidence = 1.0000
Image 4503: Predicted digit = 0, Confidence = 0.9996
Image 4504: Predicted digit = 0, Confidence = 1.0000
Image 4505: Predicted digit = 0, Confidence = 1.0000
Image 4506: Predicted digit = 0, Confidence = 0.9799
Image 4507: Predicted digit = 0, Confidence = 0.9989
Image 4508: Predicted digit = 6, Confidence = 0.1792
Image 4509: Predicted digit = 0, Confidence = 1.0000
Image 4510: Predicted digit = 0, Confidence = 0.9945
Image 4511: Predicted digit = 0, Confidence = 0.9984
Image 4512: Predicted digit = 0, Confidence = 1.0000
Image 4513: Predicted digit = 0, Confidence = 0.8563
Image 4514: Predicted digit = 0, Confidence = 0.9990
Image 4515: Predicted digit = 0, Confidence = 0.9950
Image 4516: Predicted digit = 0, Confidence = 0.9977
Image 4517: Predicted digit = 0, Confidence = 1.0000
Image 4518: Predicted digit = 0, Confidence = 1.0000
Image 4519: Predicted digit = 0, Confidence = 1.0000
Image 4520: Predicted digit = 0, Confidence = 1.0000
Image 4521: Predicted digit = 0, Confidence = 0.9986
Image 4522: Predicted digit = 0, Confidence = 0.9873
Image 4523: Predicted digit = 0, Confidence = 1.0000
Image 4524: Predicted digit = 0, Confidence = 1.0000
Image 4525: Predicted digit = 0, Confidence = 1.0000
Image 4526: Predicted digit = 6, Confidence = 0.1209
Image 4527: Predicted digit = 0, Confidence = 0.9967
Image 4528: Predicted digit = 0, Confidence = 1.0000
Image 4529: Predicted digit = 0, Confidence = 0.9999
Image 4530: Predicted digit = 0, Confidence = 1.0000
Image 4531: Predicted digit = 0, Confidence = 1.0000
Image 4532: Predicted digit = 0, Confidence = 1.0000
Image 4533: Predicted digit = 0, Confidence = 1.0000
Image 4534: Predicted digit = 0, Confidence = 0.9352
Image 4535: Predicted digit = 0, Confidence = 0.9943
Image 4536: Predicted digit = 0, Confidence = 0.9998
Image 4537: Predicted digit = 0, Confidence = 0.9984
Image 4538: Predicted digit = 0, Confidence = 1.0000
Image 4539: Predicted digit = 0, Confidence = 1.0000
Image 4540: Predicted digit = 0, Confidence = 0.9999
Image 4541: Predicted digit = 0, Confidence = 0.9999
Image 4542: Predicted digit = 0, Confidence = 0.9997
Image 4543: Predicted digit = 0, Confidence = 0.9761
Image 4544: Predicted digit = 0, Confidence = 0.9935
Image 4545: Predicted digit = 0, Confidence = 0.9999
Image 4546: Predicted digit = 0, Confidence = 0.3630
Image 4547: Predicted digit = 0, Confidence = 1.0000
Image 4548: Predicted digit = 0, Confidence = 1.0000
Image 4549: Predicted digit = 0, Confidence = 0.8058
Image 4550: Predicted digit = 0, Confidence = 1.0000
Image 4551: Predicted digit = 0, Confidence = 0.9998
Image 4552: Predicted digit = 0, Confidence = 1.0000
Image 4553: Predicted digit = 0, Confidence = 0.9310
Image 4554: Predicted digit = 0, Confidence = 0.9804
Image 4555: Predicted digit = 0, Confidence = 1.0000
Image 4556: Predicted digit = 0, Confidence = 0.9937
Image 4557: Predicted digit = 0, Confidence = 0.9964
Image 4558: Predicted digit = 0, Confidence = 0.9999
Image 4559: Predicted digit = 0, Confidence = 0.8955
Image 4560: Predicted digit = 0, Confidence = 0.9997
Image 4561: Predicted digit = 0, Confidence = 1.0000
Image 4562: Predicted digit = 0, Confidence = 0.9883
Image 4563: Predicted digit = 0, Confidence = 0.9979
Image 4564: Predicted digit = 0, Confidence = 0.9991
Image 4565: Predicted digit = 0, Confidence = 0.9264
Image 4566: Predicted digit = 0, Confidence = 0.9926
Image 4567: Predicted digit = 0, Confidence = 0.9997
Image 4568: Predicted digit = 0, Confidence = 0.9999
Image 4569: Predicted digit = 0, Confidence = 0.9994
Image 4570: Predicted digit = 0, Confidence = 0.9997
Image 4571: Predicted digit = 0, Confidence = 0.9994
Image 4572: Predicted digit = 0, Confidence = 0.9994
Image 4573: Predicted digit = 0, Confidence = 0.9271
Image 4574: Predicted digit = 0, Confidence = 1.0000
Image 4575: Predicted digit = 0, Confidence = 0.9989
Image 4576: Predicted digit = 0, Confidence = 0.2977
Image 4577: Predicted digit = 0, Confidence = 1.0000
Image 4578: Predicted digit = 0, Confidence = 1.0000
Image 4579: Predicted digit = 0, Confidence = 0.9999
Image 4580: Predicted digit = 0, Confidence = 0.9999
Image 4581: Predicted digit = 0, Confidence = 0.9988
Image 4582: Predicted digit = 0, Confidence = 0.9999
Image 4583: Predicted digit = 0, Confidence = 1.0000
Image 4584: Predicted digit = 0, Confidence = 0.2249
Image 4585: Predicted digit = 0, Confidence = 0.9996
Image 4586: Predicted digit = 0, Confidence = 0.9670
Image 4587: Predicted digit = 0, Confidence = 0.9999
Image 4588: Predicted digit = 0, Confidence = 1.0000
Image 4589: Predicted digit = 0, Confidence = 0.9941
Image 4590: Predicted digit = 0, Confidence = 1.0000
Image 4591: Predicted digit = 0, Confidence = 1.0000
Image 4592: Predicted digit = 0, Confidence = 0.9908
Image 4593: Predicted digit = 0, Confidence = 0.9998
Image 4594: Predicted digit = 0, Confidence = 0.8259
Image 4595: Predicted digit = 0, Confidence = 1.0000
Image 4596: Predicted digit = 0, Confidence = 0.9969
Image 4597: Predicted digit = 0, Confidence = 0.9999
Image 4598: Predicted digit = 0, Confidence = 0.9990
Image 4599: Predicted digit = 0, Confidence = 0.9060
Image 4600: Predicted digit = 0, Confidence = 0.9572
Image 4601: Predicted digit = 0, Confidence = 0.2820
Image 4602: Predicted digit = 0, Confidence = 0.9998
Image 4603: Predicted digit = 0, Confidence = 1.0000
Image 4604: Predicted digit = 0, Confidence = 1.0000
Image 4605: Predicted digit = 0, Confidence = 0.9480
Image 4606: Predicted digit = 0, Confidence = 0.9927
Image 4607: Predicted digit = 0, Confidence = 1.0000
Image 4608: Predicted digit = 0, Confidence = 0.1542
Image 4609: Predicted digit = 0, Confidence = 0.9954
Image 4610: Predicted digit = 0, Confidence = 1.0000
Image 4611: Predicted digit = 0, Confidence = 0.9997
Image 4612: Predicted digit = 0, Confidence = 0.9965
Image 4613: Predicted digit = 0, Confidence = 1.0000
Image 4614: Predicted digit = 0, Confidence = 1.0000
Image 4615: Predicted digit = 0, Confidence = 1.0000
Image 4616: Predicted digit = 0, Confidence = 0.9969
Image 4617: Predicted digit = 0, Confidence = 0.9998
Image 4618: Predicted digit = 0, Confidence = 0.9173
Image 4619: Predicted digit = 0, Confidence = 1.0000
Image 4620: Predicted digit = 0, Confidence = 0.9999
Image 4621: Predicted digit = 0, Confidence = 1.0000
Image 4622: Predicted digit = 0, Confidence = 0.3194
Image 4623: Predicted digit = 0, Confidence = 0.9991
Image 4624: Predicted digit = 0, Confidence = 0.8644
Image 4625: Predicted digit = 0, Confidence = 0.9981
Image 4626: Predicted digit = 0, Confidence = 0.9996
Image 4627: Predicted digit = 0, Confidence = 1.0000
Image 4628: Predicted digit = 0, Confidence = 0.9984
Image 4629: Predicted digit = 0, Confidence = 1.0000
Image 4630: Predicted digit = 0, Confidence = 0.9991
Image 4631: Predicted digit = 0, Confidence = 1.0000
Image 4632: Predicted digit = 0, Confidence = 1.0000
Image 4633: Predicted digit = 0, Confidence = 1.0000
Image 4634: Predicted digit = 0, Confidence = 0.9998
Image 4635: Predicted digit = 0, Confidence = 1.0000
Image 4636: Predicted digit = 0, Confidence = 0.9999
Image 4637: Predicted digit = 0, Confidence = 0.7078
Image 4638: Predicted digit = 0, Confidence = 1.0000
Image 4639: Predicted digit = 0, Confidence = 1.0000
Image 4640: Predicted digit = 0, Confidence = 1.0000
Image 4641: Predicted digit = 0, Confidence = 0.9995
Image 4642: Predicted digit = 0, Confidence = 0.9994
Image 4643: Predicted digit = 0, Confidence = 1.0000
Image 4644: Predicted digit = 0, Confidence = 0.9982
Image 4645: Predicted digit = 0, Confidence = 0.9997
Image 4646: Predicted digit = 0, Confidence = 0.9756
Image 4647: Predicted digit = 0, Confidence = 1.0000
Image 4648: Predicted digit = 0, Confidence = 0.9999
Image 4649: Predicted digit = 0, Confidence = 0.9629
Image 4650: Predicted digit = 0, Confidence = 0.9976
Image 4651: Predicted digit = 0, Confidence = 1.0000
Image 4652: Predicted digit = 0, Confidence = 0.9943
Image 4653: Predicted digit = 0, Confidence = 0.9987
Image 4654: Predicted digit = 0, Confidence = 1.0000
Image 4655: Predicted digit = 0, Confidence = 0.9301
Image 4656: Predicted digit = 0, Confidence = 0.9997
Image 4657: Predicted digit = 0, Confidence = 0.9323
Image 4658: Predicted digit = 0, Confidence = 0.9977
Image 4659: Predicted digit = 0, Confidence = 1.0000
Image 4660: Predicted digit = 0, Confidence = 1.0000
Image 4661: Predicted digit = 0, Confidence = 0.9495
Image 4662: Predicted digit = 0, Confidence = 1.0000
Image 4663: Predicted digit = 0, Confidence = 0.9873
Image 4664: Predicted digit = 0, Confidence = 0.9917
Image 4665: Predicted digit = 0, Confidence = 0.9989
Image 4666: Predicted digit = 0, Confidence = 0.9982
Image 4667: Predicted digit = 0, Confidence = 1.0000
Image 4668: Predicted digit = 0, Confidence = 1.0000
Image 4669: Predicted digit = 0, Confidence = 1.0000
Image 4670: Predicted digit = 0, Confidence = 0.9999
Image 4671: Predicted digit = 0, Confidence = 0.9988
Image 4672: Predicted digit = 0, Confidence = 0.9864
Image 4673: Predicted digit = 0, Confidence = 0.9479
Image 4674: Predicted digit = 0, Confidence = 0.9892
Image 4675: Predicted digit = 0, Confidence = 0.9986
Image 4676: Predicted digit = 0, Confidence = 1.0000
Image 4677: Predicted digit = 0, Confidence = 1.0000
Image 4678: Predicted digit = 0, Confidence = 0.9976
Image 4679: Predicted digit = 0, Confidence = 1.0000
Image 4680: Predicted digit = 0, Confidence = 0.6392
Image 4681: Predicted digit = 0, Confidence = 1.0000
Image 4682: Predicted digit = 0, Confidence = 0.9991
Image 4683: Predicted digit = 0, Confidence = 0.9243
Image 4684: Predicted digit = 0, Confidence = 0.9998
Image 4685: Predicted digit = 0, Confidence = 1.0000
Image 4686: Predicted digit = 0, Confidence = 1.0000
Image 4687: Predicted digit = 0, Confidence = 0.9888
Image 4688: Predicted digit = 0, Confidence = 1.0000
Image 4689: Predicted digit = 0, Confidence = 0.9966
Image 4690: Predicted digit = 0, Confidence = 0.9829
Image 4691: Predicted digit = 0, Confidence = 0.9982
Image 4692: Predicted digit = 0, Confidence = 1.0000
Image 4693: Predicted digit = 0, Confidence = 1.0000
Image 4694: Predicted digit = 0, Confidence = 1.0000
Image 4695: Predicted digit = 0, Confidence = 0.4321
Image 4696: Predicted digit = 0, Confidence = 1.0000
Image 4697: Predicted digit = 0, Confidence = 0.9969
Image 4698: Predicted digit = 0, Confidence = 1.0000
Image 4699: Predicted digit = 0, Confidence = 0.9797
Image 4700: Predicted digit = 0, Confidence = 0.9994
Image 4701: Predicted digit = 0, Confidence = 0.9979
Image 4702: Predicted digit = 0, Confidence = 0.9986
Image 4703: Predicted digit = 0, Confidence = 1.0000
Image 4704: Predicted digit = 0, Confidence = 0.8935
Image 4705: Predicted digit = 0, Confidence = 0.9992
Image 4706: Predicted digit = 0, Confidence = 0.9844
Image 4707: Predicted digit = 0, Confidence = 1.0000
Image 4708: Predicted digit = 0, Confidence = 0.9999
Image 4709: Predicted digit = 0, Confidence = 0.9999
Image 4710: Predicted digit = 0, Confidence = 0.9820
Image 4711: Predicted digit = 0, Confidence = 1.0000
Image 4712: Predicted digit = 0, Confidence = 0.9999
Image 4713: Predicted digit = 0, Confidence = 1.0000
Image 4714: Predicted digit = 0, Confidence = 0.9994
Image 4715: Predicted digit = 0, Confidence = 0.9640
Image 4716: Predicted digit = 0, Confidence = 0.9955
Image 4717: Predicted digit = 0, Confidence = 0.9998
Image 4718: Predicted digit = 0, Confidence = 0.9999
Image 4719: Predicted digit = 0, Confidence = 0.9967
Image 4720: Predicted digit = 0, Confidence = 1.0000
Image 4721: Predicted digit = 0, Confidence = 0.9928
Image 4722: Predicted digit = 0, Confidence = 0.9998
Image 4723: Predicted digit = 0, Confidence = 0.9787
Image 4724: Predicted digit = 0, Confidence = 1.0000
Image 4725: Predicted digit = 0, Confidence = 1.0000
Image 4726: Predicted digit = 0, Confidence = 0.9945
Image 4727: Predicted digit = 0, Confidence = 1.0000
Image 4728: Predicted digit = 0, Confidence = 0.9994
Image 4729: Predicted digit = 0, Confidence = 1.0000
Image 4730: Predicted digit = 0, Confidence = 0.9192
Image 4731: Predicted digit = 0, Confidence = 1.0000
Image 4732: Predicted digit = 0, Confidence = 0.9998
Image 4733: Predicted digit = 0, Confidence = 0.9989
Image 4734: Predicted digit = 0, Confidence = 0.9863
Image 4735: Predicted digit = 0, Confidence = 0.9989
Image 4736: Predicted digit = 0, Confidence = 0.9923
Image 4737: Predicted digit = 0, Confidence = 0.9964
Image 4738: Predicted digit = 0, Confidence = 1.0000
Image 4739: Predicted digit = 0, Confidence = 1.0000
Image 4740: Predicted digit = 0, Confidence = 1.0000
Image 4741: Predicted digit = 0, Confidence = 0.9999
Image 4742: Predicted digit = 0, Confidence = 0.9994
Image 4743: Predicted digit = 0, Confidence = 1.0000
Image 4744: Predicted digit = 0, Confidence = 1.0000
Image 4745: Predicted digit = 0, Confidence = 1.0000
Image 4746: Predicted digit = 0, Confidence = 1.0000
Image 4747: Predicted digit = 0, Confidence = 0.9389
Image 4748: Predicted digit = 0, Confidence = 0.7892
Image 4749: Predicted digit = 0, Confidence = 0.9937
Image 4750: Predicted digit = 0, Confidence = 0.9998
Image 4751: Predicted digit = 0, Confidence = 1.0000
Image 4752: Predicted digit = 0, Confidence = 0.9978
Image 4753: Predicted digit = 0, Confidence = 0.9999
Image 4754: Predicted digit = 0, Confidence = 1.0000
Image 4755: Predicted digit = 0, Confidence = 0.9997
Image 4756: Predicted digit = 0, Confidence = 0.9956
Image 4757: Predicted digit = 0, Confidence = 1.0000
Image 4758: Predicted digit = 0, Confidence = 0.6011
Image 4759: Predicted digit = 0, Confidence = 0.9986
Image 4760: Predicted digit = 0, Confidence = 0.9295
Image 4761: Predicted digit = 0, Confidence = 0.9916
Image 4762: Predicted digit = 0, Confidence = 0.9906
Image 4763: Predicted digit = 0, Confidence = 0.7321
Image 4764: Predicted digit = 0, Confidence = 0.9995
Image 4765: Predicted digit = 0, Confidence = 1.0000
Image 4766: Predicted digit = 0, Confidence = 0.9944
Image 4767: Predicted digit = 0, Confidence = 0.9999
Image 4768: Predicted digit = 0, Confidence = 0.9948
Image 4769: Predicted digit = 0, Confidence = 0.9809
Image 4770: Predicted digit = 0, Confidence = 0.9984
Image 4771: Predicted digit = 0, Confidence = 0.9922
Image 4772: Predicted digit = 0, Confidence = 0.9965
Image 4773: Predicted digit = 0, Confidence = 0.9966
Image 4774: Predicted digit = 0, Confidence = 1.0000
Image 4775: Predicted digit = 0, Confidence = 0.9989
Image 4776: Predicted digit = 0, Confidence = 1.0000
Image 4777: Predicted digit = 0, Confidence = 0.9970
Image 4778: Predicted digit = 0, Confidence = 1.0000
Image 4779: Predicted digit = 0, Confidence = 1.0000
Image 4780: Predicted digit = 0, Confidence = 0.9992
Image 4781: Predicted digit = 0, Confidence = 0.8728
Image 4782: Predicted digit = 0, Confidence = 0.7019
Image 4783: Predicted digit = 0, Confidence = 1.0000
Image 4784: Predicted digit = 0, Confidence = 0.9986
Image 4785: Predicted digit = 0, Confidence = 0.9999
Image 4786: Predicted digit = 0, Confidence = 0.8840
Image 4787: Predicted digit = 0, Confidence = 1.0000
Image 4788: Predicted digit = 0, Confidence = 0.7648
Image 4789: Predicted digit = 0, Confidence = 1.0000
Image 4790: Predicted digit = 0, Confidence = 1.0000
Image 4791: Predicted digit = 0, Confidence = 1.0000
Image 4792: Predicted digit = 0, Confidence = 0.9876
Image 4793: Predicted digit = 0, Confidence = 0.9999
Image 4794: Predicted digit = 0, Confidence = 1.0000
Image 4795: Predicted digit = 0, Confidence = 0.7330
Image 4796: Predicted digit = 0, Confidence = 0.1507
Image 4797: Predicted digit = 0, Confidence = 1.0000
Image 4798: Predicted digit = 0, Confidence = 1.0000
Image 4799: Predicted digit = 0, Confidence = 0.9998
Image 4800: Predicted digit = 0, Confidence = 0.2750
Image 4801: Predicted digit = 0, Confidence = 1.0000
Image 4802: Predicted digit = 0, Confidence = 0.9974
Image 4803: Predicted digit = 0, Confidence = 0.9563
Image 4804: Predicted digit = 0, Confidence = 1.0000
Image 4805: Predicted digit = 0, Confidence = 0.9997
Image 4806: Predicted digit = 0, Confidence = 0.9996
Image 4807: Predicted digit = 0, Confidence = 1.0000
Image 4808: Predicted digit = 0, Confidence = 1.0000
Image 4809: Predicted digit = 0, Confidence = 1.0000
Image 4810: Predicted digit = 0, Confidence = 0.9984
Image 4811: Predicted digit = 0, Confidence = 0.1529
Image 4812: Predicted digit = 0, Confidence = 1.0000
Image 4813: Predicted digit = 0, Confidence = 0.9955
Image 4814: Predicted digit = 0, Confidence = 0.4419
Image 4815: Predicted digit = 0, Confidence = 1.0000
Image 4816: Predicted digit = 0, Confidence = 0.7158
Image 4817: Predicted digit = 0, Confidence = 0.9993
Image 4818: Predicted digit = 0, Confidence = 0.9970
Image 4819: Predicted digit = 0, Confidence = 0.4368
